,Unnamed: 0.1,Unnamed: 0,date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,Lable2Class
182,182,182,2017-04-10,31.8,31.97,30.78,30.55,160170.91,-1.38,-4.29,32.268,31.554,31.165,191837.82,161673.71,157032.6,10
183,183,183,2017-04-07,33.0,33.8,32.16,32.15,174944.48,-0.85,-2.58,32.49,31.499,31.121,214442.39,157815.09,158889.67,10
184,184,184,2017-04-06,32.97,33.18,33.01,32.55,144667.48,-0.29,-0.87,32.158,31.374,30.976,200239.19,151686.04,155828.0,10
185,185,185,2017-04-05,32.45,33.39,33.3,31.55,235001.77,1.21,3.77,31.626,31.206,30.835,186439.77,151863.6,161420.76,01
186,186,186,2017-03-31,31.47,32.88,32.09,31.23,244404.44,0.2,0.63,31.191999999999997,31.011999999999997,30.61,164093.99,142748.17,156520.16,01
187,187,187,2017-03-30,30.39,32.32,31.89,29.81,273193.78,1.39,4.56,30.84,30.978,30.375,131509.6,147724.62,145773.78,01
188,188,188,2017-03-29,30.37,31.13,30.5,30.06,103928.46,0.15,0.49,30.508000000000003,30.879,30.149,101187.78,134079.69,135385.29,01
189,189,189,2017-03-28,30.99,30.99,30.35,30.3,75670.42,-0.78,-2.51,30.59,30.877,30.024,103132.89,134324.06,132021.42,10
190,190,190,2017-03-27,30.32,31.34,31.13,30.19,123272.83,0.8,2.64,30.786,30.927,29.905,117287.43,147381.4,130075.15,01
191,191,191,2017-03-24,30.3,30.69,30.33,29.92,81482.49,0.1,0.33,30.831999999999997,30.839,29.759,121402.36,149644.95,125950.89,01
192,192,192,2017-03-23,30.92,30.92,30.23,29.72,121584.71,-0.68,-2.2,31.116,30.776,29.677,163939.65,152391.49,124635.4,10
193,193,193,2017-03-22,30.81,31.3,30.91,30.6,113653.98,-0.42,-1.34,31.25,30.743,29.579,166971.6,159964.25,120315.14,10
194,194,194,2017-03-21,31.23,32.18,31.33,30.89,146443.16,-0.03,-0.1,31.164,30.577,29.455,165515.23,159969.97,117038.34,10
195,195,195,2017-03-20,31.65,31.65,31.36,30.7,143847.44,-0.39,-1.23,31.068,30.463,29.312,177475.36,170977.92,112994.29,10
196,196,196,2017-03-17,31.48,32.48,31.75,31.08,294168.94,0.85,2.75,30.846,30.206999999999997,29.138,177887.55,170292.14,108019.59,01
197,197,197,2017-03-16,30.48,31.36,30.9,30.33,136744.48,0.42,1.38,30.436,29.771,28.933000000000003,140843.34,143822.94,97563.61,01
198,198,198,2017-03-15,30.48,30.84,30.48,30.22,106372.13,-0.37,-1.2,30.236,29.418000000000003,28.831,152956.9,136690.89,92993.7,10
199,199,199,2017-03-14,30.2,31.95,30.85,29.51,206243.8,0.6,1.98,29.99,29.17,28.74,154424.71,129718.79,90680.12,01
200,200,200,2017-03-13,29.87,30.7,30.25,29.87,145908.39,0.55,1.85,29.858,28.882,28.639,164480.47,112768.89,83119.36,01
201,201,201,2017-03-10,29.52,30.25,29.7,29.41,108947.9,-0.2,-0.67,29.568,28.679,28.587,162696.73,102256.83,78951.21,10
202,202,202,2017-03-09,29.25,30.7,29.9,29.14,197312.28,0.65,2.22,29.106,28.577,28.576,146802.53,96879.3,77731.68,01
203,203,203,2017-03-08,29.66,29.67,29.25,29.03,113711.2,-0.94,-3.11,28.6,28.415,28.588,120424.88,80666.04,73895.8,10
204,204,204,2017-03-07,28.91,30.64,30.19,28.82,256522.59,1.39,4.83,28.35,28.331999999999997,28.63,105012.86,74106.71,75422.52,01
205,205,205,2017-03-06,28.62,29.93,28.8,28.59,136989.7,1.41,5.15,27.906,28.16,28.58,61057.32,55010.66,66777.19,01
206,206,206,2017-03-03,27.2,27.66,27.39,27.07,29476.88,0.02,0.07,27.79,28.069000000000003,28.618,41816.93,45747.04,64575.24,01
207,207,207,2017-03-02,28.2,28.25,27.37,27.32,65424.02,-0.63,-2.25,28.048,28.095,28.698,46956.06,51304.28,66227.45,10
208,208,208,2017-03-01,27.99,28.42,28.0,27.9,36651.09,0.03,0.11,28.23,28.243,28.811,40907.2,49296.51,62956.65,01
209,209,209,2017-02-28,28.18,28.28,27.97,27.82,36744.89,-0.25,-0.89,28.314,28.309,28.893,43200.55,51641.45,64213.51,10
210,210,210,2017-02-27,28.49,28.7,28.22,28.1,40787.78,-0.46,-1.6,28.414,28.395,28.989,48964.0,53469.82,69569.01,10
211,211,211,2017-02-24,28.15,28.88,28.68,28.03,55172.54,0.4,1.41,28.348000000000003,28.495,29.009,49677.15,55645.58,71501.43,01
212,212,212,2017-02-23,28.21,28.44,28.28,28.04,35179.68,-0.14,-0.49,28.142,28.574,29.043000000000003,55652.5,58584.07,74912.54,10
213,213,213,2017-02-22,28.57,28.58,28.42,28.06,48117.88,-0.05,-0.18,28.256,28.76,29.133000000000003,57685.82,67125.57,80039.79,10
214,214,214,2017-02-21,28.0,28.78,28.47,27.83,65562.12,0.58,2.08,28.304,28.928,29.202,60082.35,76738.33,85133.6,01
215,215,215,2017-02-20,27.6,27.99,27.89,27.36,44353.52,0.24,0.87,28.376,28.999,29.298,57975.64,78543.73,94593.39,01
216,216,216,2017-02-17,28.66,28.8,27.65,27.63,85049.31,-1.2,-4.16,28.642,29.167,29.394,61614.02,83403.44,104049.26,10
217,217,217,2017-02-16,28.92,29.12,28.85,28.61,45346.28,0.19,0.66,29.006,29.3,29.366,61515.64,81150.62,105792.3,01
218,218,218,2017-02-15,28.8,29.24,28.66,28.57,60100.53,-0.17,-0.59,29.264,29.379,29.334,76565.31,76616.79,109836.82,10
219,219,219,2017-02-14,29.1,29.45,28.83,28.77,55028.57,-0.39,-1.33,29.552,29.476999999999997,29.34,93394.3,76785.56,114183.79,10
220,220,220,2017-02-13,29.2,29.41,29.22,28.75,62545.4,-0.25,-0.85,29.622,29.581999999999997,29.361,99111.81,85668.19,115544.63,10
221,221,221,2017-02-10,30.04,30.04,29.47,29.41,84557.43,-0.67,-2.22,29.691999999999997,29.522,29.23,105192.86,87357.28,114762.71,10
222,222,222,2017-02-09,30.2,30.36,30.14,29.63,120594.62,0.04,0.13,29.594,29.511,29.13,100785.59,91241.02,114433.71,01
223,223,223,2017-02-08,29.0,30.3,30.1,28.68,144245.5,0.92,3.15,29.494,29.506,28.979,76668.27,92954.02,115499.91,01
224,224,224,2017-02-07,29.3,29.33,29.18,28.66,83616.11,-0.39,-1.32,29.401999999999997,29.476,28.883000000000003,60176.82,93528.88,110140.93,10
225,225,225,2017-02-06,29.0,29.97,29.57,28.55,92950.63,0.59,2.04,29.542,29.596,28.706,72224.57,110643.06,107119.49,01
226,226,226,2017-02-03,29.84,29.97,28.98,28.98,62521.09,-0.66,-2.23,29.351999999999997,29.62,28.49,69521.7,124695.08,103378.56,10
227,227,227,2017-02-02,29.64,29.65,29.64,29.64,8.0,0.0,0.0,29.428,29.432,28.288,81696.44,130433.98,100964.11,01
228,228,228,2017-01-26,29.5,29.92,29.64,29.43,61788.29,-0.24,-0.8,29.518,29.288,28.069000000000003,109239.77,143056.84,101727.41,10
229,229,229,2017-01-25,28.44,30.3,29.88,28.44,143854.83,1.26,4.4,29.55,29.202,27.866999999999997,126880.93,151582.02,99401.31,01
230,230,230,2017-01-24,29.36,29.36,28.62,28.52,79436.3,-0.74,-2.52,29.65,29.14,27.654,149061.56,145421.08,93279.87,10
231,231,231,2017-01-23,30.5,30.72,29.36,29.28,123394.79,-0.73,-2.43,29.888,28.938,27.506,179868.45,142168.14,90932.77,10
232,232,232,2017-01-20,29.6,30.63,30.09,29.32,137724.62,0.29,0.97,29.436,28.748,27.318,179171.51,137626.39,86978.97,01
233,233,233,2017-01-19,29.78,30.79,29.8,29.39,149994.12,-0.58,-1.91,29.058000000000003,28.451,27.08,176873.92,138045.81,80891.3,10
234,234,234,2017-01-18,29.08,30.57,30.38,29.04,254757.95,0.57,1.91,28.854,28.29,26.86,176283.12,126752.97,74297.33,01
235,235,235,2017-01-17,27.0,29.81,29.81,26.48,233470.77,2.71,10.0,28.63,27.815,26.609,141780.6,103595.91,62400.97,01
236,236,236,2017-01-16,28.1,29.25,27.1,25.4,119910.09,-1.1,-3.9,27.988000000000003,27.36,26.385,104467.83,82062.04,52043.25,10
237,237,237,2017-01-13,28.83,29.9,28.2,28.13,126236.68,-0.58,-2.02,28.06,27.144,26.325,96081.28,71494.24,48977.35,10
238,238,238,2017-01-12,29.29,29.29,28.78,28.18,147040.09,-0.48,-1.64,27.844,26.85,26.161,99217.7,60397.98,44670.69,10
239,239,239,2017-01-11,26.75,29.26,29.26,26.66,82245.37,2.66,10.0,27.726,26.531999999999996,25.946,77222.83,47220.59,39351.8,01
240,240,240,2017-01-10,27.11,27.3,26.6,26.6,46906.9,-0.86,-3.13,27.0,26.168000000000003,25.703000000000003,65411.23,41138.67,38282.18,10
241,241,241,2017-01-09,26.52,27.66,27.46,26.1,77977.35,0.34,1.25,26.732,26.073,25.639,59656.26,39697.4,40833.21,01
242,242,242,2017-01-06,29.5,29.5,27.12,26.88,141918.78,-1.07,-3.8,26.228,25.886999999999997,25.671999999999997,46907.21,36331.54,38330.18,10
243,243,243,2017-01-05,26.9,28.19,28.19,26.9,37065.75,2.56,9.99,25.856,25.708,25.751,21578.27,23736.8,32343.11,01
244,244,244,2017-01-04,25.5,25.69,25.63,25.25,23187.35,0.37,1.47,25.338,25.429,25.796999999999997,17218.35,21841.69,31322.25,01
245,245,245,2017-01-03,25.02,25.38,25.26,25.02,18132.07,0.32,1.28,25.336,25.401999999999997,25.967,16866.11,21206.03,30977.55,
